Model,Version,Download,SHA-256 Checksum
"""redfin"" for Pixel 5","13.0.0 (TP1A.221105.002, Nov 2022)",https://dl.google.com/dl/android/aosp/redfin-ota-tp1a.221105.002-5ef18c52.zip?hl=zh-cn,5ef18c52e7338cc550bc93f89968b837b55c7570816b61e2f0593b976a611df9
"""redfin"" for Pixel 5","13.0.0 (TQ1A.221205.011, Dec 2022)",https://dl.google.com/dl/android/aosp/redfin-ota-tq1a.221205.011-a4d302b5.zip?hl=zh-cn,a4d302b586e85eedbb7e7736ee1575dc9c4633c6ec18af9cef8f01d208c5ea1f
"""redfin"" for Pixel 5","13.0.0 (TQ1A.230105.001, Jan 2023)",https://dl.google.com/dl/android/aosp/redfin-ota-tq1a.230105.001-fa2ba8ca.zip?hl=zh-cn,fa2ba8ca61f1ff7687eccb67e791f0a53fc4762a96661620cf7a6914fb5cf310
"""redfin"" for Pixel 5","13.0.0 (TQ1A.230205.001.D2, Feb 2023, T-Mobile, T-Mobile MVNOs)",https://dl.google.com/dl/android/aosp/redfin-ota-tq1a.230205.001.d2-8c29b17e.zip?hl=zh-cn,8c29b17e99e42eb736ab192610b667d433cd5d9364bc00b75ffc6345de7a1521
"""redfin"" for Pixel 5","13.0.0 (TQ1A.230205.002, Feb 2023)",https://dl.google.com/dl/android/aosp/redfin-ota-tq1a.230205.002-8414fb29.zip?hl=zh-cn,8414fb2990cf207af848c5408889d36f4f5982fdd08b841002ee2369324a461c
"""redfin"" for Pixel 5","13.0.0 (TQ2A.230305.008.A3, Mar 2023, T-Mobile, T-Mobile MVNOs)",https://dl.google.com/dl/android/aosp/redfin-ota-tq2a.230305.008.a3-f26b0512.zip?hl=zh-cn,f26b0512bb2234e7df372518086081ed6dfdeb6d792831e0a1bd127825a8dd2f
"""redfin"" for Pixel 5","13.0.0 (TQ2A.230305.008.C1, Mar 2023)",https://dl.google.com/dl/android/aosp/redfin-ota-tq2a.230305.008.c1-2211e7b7.zip?hl=zh-cn,2211e7b754652d09297f9e4fbe58033c685ef3661eadda6e8e1a60db5f7907e6
"""redfin"" for Pixel 5","13.0.0 (TQ2A.230405.003, Apr 2023)",https://dl.google.com/dl/android/aosp/redfin-ota-tq2a.230405.003-9991df69.zip?hl=zh-cn,9991df69de347eecbaf027d49e021e717882d343fae1e63aaacd1eadbca6a839
"""redfin"" for Pixel 5","13.0.0 (TQ2A.230405.003.A2, Apr 2023, T-Mobile, T-Mobile MVNOs)",https://dl.google.com/dl/android/aosp/redfin-ota-tq2a.230405.003.a2-3f56abc3.zip?hl=zh-cn,3f56abc31b0149efcacfdeef073bda561f68c9dc48208d8fd352e8ca468e3d92
"""redfin"" for Pixel 5","13.0.0 (TQ2A.230405.003.B2, Apr 2023, Telus)",https://dl.google.com/dl/android/aosp/redfin-ota-tq2a.230405.003.b2-b7ec4c63.zip?hl=zh-cn,b7ec4c634befd1af85070bf6c2987888404a7c8d0ae7d16effca1e59b345f010
"""redfin"" for Pixel 5","13.0.0 (TQ2A.230505.002, May 2023)",https://dl.google.com/dl/android/aosp/redfin-ota-tq2a.230505.002-453fe2d1.zip?hl=zh-cn,453fe2d1207660ec19f504278487234b0dea24d32227ccb891fb4d18c2ad84b0
"""redfin"" for Pixel 5","13.0.0 (TQ2A.230505.002.A1, May 2023, T-Mobile, T-Mobile MVNOs)",https://dl.google.com/dl/android/aosp/redfin-ota-tq2a.230505.002.a1-c1fa91bb.zip?hl=zh-cn,c1fa91bb988462b8ff831a4a0bf372d0a162340f5493a9d9c06c04317514aa7c
"""bramble"" for Pixel 4a (5G)","11.0.0 (RD1A.200810.020, Oct 2020, AU & JP carriers)",https://dl.google.com/dl/android/aosp/bramble-ota-rd1a.200810.020-b52f870c.zip?hl=zh-cn,b52f870cef4b0c1bf3d5b64d95feb69aa93a405011db2a9331a6519e2b9c003c
"""bramble"" for Pixel 4a (5G)","11.0.0 (RD1A.200810.021.A1, Oct 2020, EU carriers)",https://dl.google.com/dl/android/aosp/bramble-ota-rd1a.200810.021.a1-2d832c1e.zip?hl=zh-cn,2d832c1ec98066f510c4cc0f45648bc06950249ef90adb72a4f561ad16ad3976
"""bramble"" for Pixel 4a (5G)","11.0.0 (RD1A.200810.021.B3, Oct 2020, Verizon)",https://dl.google.com/dl/android/aosp/bramble-ota-rd1a.200810.021.b3-3a708167.zip?hl=zh-cn,3a7081670926a7589025a73c8a82f0175da371f2057781bbeec069e24119fb46
"""bramble"" for Pixel 4a (5G)","11.0.0 (RD1A.200810.022.A4, Oct 2020)",https://dl.google.com/dl/android/aosp/bramble-ota-rd1a.200810.022.a4-1eb00981.zip?hl=zh-cn,1eb009814072725da6a9af94357ece1c6fa734726d309cffcabfb0dcb89ce4aa
"""bramble"" for Pixel 4a (5G)","11.0.0 (RD1A.201105.003, Nov 2020, JP carriers)",https://dl.google.com/dl/android/aosp/bramble-ota-rd1a.201105.003-b8ff884e.zip?hl=zh-cn,b8ff884e8f2c6d877647ba1e688eaba09bc11812627449befcfee30f72d21b61
"""bramble"" for Pixel 4a (5G)","11.0.0 (RD1A.201105.003.A1, Nov 2020, AU carriers)",https://dl.google.com/dl/android/aosp/bramble-ota-rd1a.201105.003.a1-9dc755c9.zip?hl=zh-cn,9dc755c98ef8bb7b7b432b3372f148ce621e65c6b91d10b295d32cb482ad6bd8
"""bramble"" for Pixel 4a (5G)","11.0.0 (RD1A.201105.003.B1, Nov 2020, EU carriers)",https://dl.google.com/dl/android/aosp/bramble-ota-rd1a.201105.003.b1-c25be72e.zip?hl=zh-cn,c25be72e4fa3502606e37977f7c67804a0304283ea7e32284f30ac7fae9d4800
"""bramble"" for Pixel 4a (5G)","11.0.0 (RD1A.201105.003.C1, Nov 2020)",https://dl.google.com/dl/android/aosp/bramble-ota-rd1a.201105.003.c1-74afcf23.zip?hl=zh-cn,74afcf2336af482c870406bcda8eb413b5cada9ced5bab5a53744fe4dd184d0f
"""bramble"" for Pixel 4a (5G)","11.0.0 (RD1B.201105.010, Nov 2020, Verizon)",https://dl.google.com/dl/android/aosp/bramble-ota-rd1b.201105.010-8b3dcc4f.zip?hl=zh-cn,8b3dcc4f75bfc8f8091ac24619ecf9e714e1af5c4d9290709c2b070288732049
"""bramble"" for Pixel 4a (5G)","11.0.0 (RQ1A.201205.010, Dec 2020, AT&T)",https://dl.google.com/dl/android/aosp/bramble-ota-rq1a.201205.010-6f80efbb.zip?hl=zh-cn,6f80efbbc12252b5ff5da77651b546065c02ef35424e30467f2ce617e748bd67
"""bramble"" for Pixel 4a (5G)","11.0.0 (RQ1A.201205.011, Dec 2020, All carriers except AT&T and Verizon)",https://dl.google.com/dl/android/aosp/bramble-ota-rq1a.201205.011-4817ffa4.zip?hl=zh-cn,4817ffa442b79cdc7d4f166891c0e9cd99d5213a95bcd8f0faea42930c38d067
"""bramble"" for Pixel 4a (5G)","11.0.0 (RQ1D.201205.012.A1, Dec 2020, Verizon)",https://dl.google.com/dl/android/aosp/bramble-ota-rq1d.201205.012.a1-5780a2e4.zip?hl=zh-cn,5780a2e44118bcc118bf855a7512be8d54c8129bceade25f2c871ce4cc825f40
"""bramble"" for Pixel 4a (5G)","11.0.0 (RQ1A.210105.003, Jan 2021)",https://dl.google.com/dl/android/aosp/bramble-ota-rq1a.210105.003-e933e93d.zip?hl=zh-cn,e933e93d27a99942bbd61f4cc5062a5b5300fd611146e565a43f06c473766b05
"""bramble"" for Pixel 4a (5G)","11.0.0 (RQ1D.210105.003, Jan 2021, Verizon)",https://dl.google.com/dl/android/aosp/bramble-ota-rq1d.210105.003-a9372392.zip?hl=zh-cn,a937239238db53cda07dc28e9a94d2bdbc239e1de55fb67f09e1a617a304e2df
"""bramble"" for Pixel 4a (5G)","11.0.0 (RQ1A.210205.004, Feb 2021)",https://dl.google.com/dl/android/aosp/bramble-ota-rq1a.210205.004-bb83f3ae.zip?hl=zh-cn,bb83f3aed6e9ec8cf2707112d5cf992dc64ad034148d51865355db55a5772e21
"""bramble"" for Pixel 4a (5G)","11.0.0 (RQ1C.210205.006, Feb 2021, Google Fi, T-Mobile, Sprint)",https://dl.google.com/dl/android/aosp/bramble-ota-rq1c.210205.006-ed211ade.zip?hl=zh-cn,ed211adec9684ef329d7d72971dfb74c23be3d3790bd73ec001650aedabbcbd1
"""bramble"" for Pixel 4a (5G)","11.0.0 (RQ1D.210205.004, Feb 2021, Verizon)",https://dl.google.com/dl/android/aosp/bramble-ota-rq1d.210205.004-13ba6da9.zip?hl=zh-cn,13ba6da9204ec5ad9597d6cd0c8c4ae68bfa7bd9ae91afdbc42371a567d71611
"""bramble"" for Pixel 4a (5G)","11.0.0 (RQ2A.210305.006, Mar 2021)",https://dl.google.com/dl/android/aosp/bramble-ota-rq2a.210305.006-4240a2e6.zip?hl=zh-cn,4240a2e6c7be78faa5f6de83ff88cc21b5fcbf8095322d9e0eec4426b0e3c8e9
"""bramble"" for Pixel 4a (5G)","11.0.0 (RQ2A.210305.007, Mar 2021, Virgin/UK only)",https://dl.google.com/dl/android/aosp/bramble-ota-rq2a.210305.007-65030b12.zip?hl=zh-cn,65030b12b3dac7d86675be40c105d3859117db052790581f6141e1155b331dc5
"""bramble"" for Pixel 4a (5G)","11.0.0 (RQ2A.210405.005, Apr 2021)",https://dl.google.com/dl/android/aosp/bramble-ota-rq2a.210405.005-fd20960f.zip?hl=zh-cn,fd20960f1ca44cfd52148dae946f9c6931771185827393fc2aef692776d4ed33
"""bramble"" for Pixel 4a (5G)","11.0.0 (RQ2A.210505.003, May 2021)",https://dl.google.com/dl/android/aosp/bramble-ota-rq2a.210505.003-d081f512.zip?hl=zh-cn,d081f512ef8c41b7fe8095252a5c4dced7bda26ede2c480388d4da125c3f4bd5
"""bramble"" for Pixel 4a (5G)","11.0.0 (RQ3A.210605.005, Jun 2021)",https://dl.google.com/dl/android/aosp/bramble-ota-rq3a.210605.005-dde0a52c.zip?hl=zh-cn,dde0a52c22d49fe25b8e36a81114fdd8843926cd7fbf9d94dfd15342931cc82c
"""bramble"" for Pixel 4a (5G)","11.0.0 (RQ3A.210705.001, Jul 2021)",https://dl.google.com/dl/android/aosp/bramble-ota-rq3a.210705.001-d0a79868.zip?hl=zh-cn,d0a798683d5af52356ce0fe71464f5b5ddd4f3233a21892b635ef3449730ef85
"""bramble"" for Pixel 4a (5G)","11.0.0 (RQ3A.210805.001.A1, Aug 2021)",https://dl.google.com/dl/android/aosp/bramble-ota-rq3a.210805.001.a1-372f0a0a.zip?hl=zh-cn,372f0a0aabcad3496257aab6ffcd07c31e4bf4f0615f72578854c50e64811e72
"""bramble"" for Pixel 4a (5G)","11.0.0 (RQ3A.210905.001, Sep 2021)",https://dl.google.com/dl/android/aosp/bramble-ota-rq3a.210905.001-c2429d04.zip?hl=zh-cn,c2429d04a37380a4912f05966141c3f3a0b0a94b29bb54f2d4444e8958d126ca
"""bramble"" for Pixel 4a (5G)","11.0.0 (RQ3A.211001.001, Oct 2021)",https://dl.google.com/dl/android/aosp/bramble-ota-rq3a.211001.001-af45baac.zip?hl=zh-cn,af45baac76cc73d3e43146b04771cf1afa9430463b4dc50e770719ca621705f6
"""bramble"" for Pixel 4a (5G)","12.0.0 (SP1A.210812.015, Oct 2021)",https://dl.google.com/dl/android/aosp/bramble-ota-sp1a.210812.015-105b8313.zip?hl=zh-cn,105b83139cc485a41b63c0e45729431ac9e4dece6f7c613e43912146f96ede19
"""bramble"" for Pixel 4a (5G)","12.0.0 (SP1A.210812.016.A1, Oct 2021, Verizon)",https://dl.google.com/dl/android/aosp/bramble-ota-sp1a.210812.016.a1-3d99aa46.zip?hl=zh-cn,3d99aa460ebc113a426d9004bdccf9d7843bdc708f2226e2bcf8e84a2295e986
"""bramble"" for Pixel 4a (5G)","12.0.0 (SP1A.211105.002.A1, Nov 2021, Verizon, Verizon MVNOs)",https://dl.google.com/dl/android/aosp/bramble-ota-sp1a.211105.002.a1-6ab7286a.zip?hl=zh-cn,6ab7286a133c9374f7f8ba0355bde28a3c2f36d191b912a8f9e2ff9602baa27b
"""bramble"" for Pixel 4a (5G)","12.0.0 (SP1A.211105.003, Nov 2021)",https://dl.google.com/dl/android/aosp/bramble-ota-sp1a.211105.003-8ac6d937.zip?hl=zh-cn,8ac6d937ba1a74da319ff3898babe605f81de3c0cd072e4443eade69ee01295e
"""bramble"" for Pixel 4a (5G)","12.0.0 (SP1A.211105.004, Nov 2021, Telstra, Optus, Vodafone AU)",https://dl.google.com/dl/android/aosp/bramble-ota-sp1a.211105.004-a058cd71.zip?hl=zh-cn,a058cd711dfd28ba7cd649a3244184e9ac92b6a118a0c5955dc5b500f6c005ab
"""bramble"" for Pixel 4a (5G)","12.0.0 (SQ1A.211205.008, Dec 2021)",https://dl.google.com/dl/android/aosp/bramble-ota-sq1a.211205.008-edde2e3c.zip?hl=zh-cn,edde2e3cda148487fcc963f7d634d2c70c7b4f09ef6b927840740c6bd546b417
"""bramble"" for Pixel 4a (5G)","12.0.0 (SQ1A.220105.002, Jan 2022)",https://dl.google.com/dl/android/aosp/bramble-ota-sq1a.220105.002-f9dff78e.zip?hl=zh-cn,f9dff78ee2d24f58102ad356c32e6d54d6ed856c6f2aea35fc6c7fae06cfa303
"""bramble"" for Pixel 4a (5G)","12.0.0 (SQ1A.220205.002, Feb 2022)",https://dl.google.com/dl/android/aosp/bramble-ota-sq1a.220205.002-4a5e41c5.zip?hl=zh-cn,4a5e41c59154f691bfb8fa9767fdd836611efaf03ffcf69ff4e4290b00487bb8
"""bramble"" for Pixel 4a (5G)","12.1.0 (SP2A.220305.012, Mar 2022)",https://dl.google.com/dl/android/aosp/bramble-ota-sp2a.220305.012-1258fdf9.zip?hl=zh-cn,1258fdf9118fc4ccdebb9691a503950cecedcb7fc4ed1f070160f6ef81422b74
"""bramble"" for Pixel 4a (5G)","12.1.0 (SP2A.220405.003, Apr 2022)",https://dl.google.com/dl/android/aosp/bramble-ota-sp2a.220405.003-080c4046.zip?hl=zh-cn,080c4046e7c63921c2df982888e37130fd2791bce3772d1cd57f57a41bb3866d
"""bramble"" for Pixel 4a (5G)","12.1.0 (SP2A.220505.002, May 2022)",https://dl.google.com/dl/android/aosp/bramble-ota-sp2a.220505.002-d22d3d1e.zip?hl=zh-cn,d22d3d1e4e0704b4ba94702e229911c9712bfd703e58b15a56d93356a5a237ec
"""bramble"" for Pixel 4a (5G)","12.1.0 (SQ3A.220605.009.A1, Jun 2022)",https://dl.google.com/dl/android/aosp/bramble-ota-sq3a.220605.009.a1-0e6f789d.zip?hl=zh-cn,0e6f789d217429bbb4a94937e774862820f52c4351395445ed257deb75075512
"""bramble"" for Pixel 4a (5G)","12.1.0 (SQ3A.220705.003.A1, Jul 2022)",https://dl.google.com/dl/android/aosp/bramble-ota-sq3a.220705.003.a1-1fefa3a0.zip?hl=zh-cn,1fefa3a0a8b4f0e7bde6baf008b20613312184428d754d1387e73aecda7d6f1e
"""bramble"" for Pixel 4a (5G)","13.0.0 (TP1A.220624.014, Aug 2022)",https://dl.google.com/dl/android/aosp/bramble-ota-tp1a.220624.014-2a3dda42.zip?hl=zh-cn,2a3dda42e0989fe4e0c7153badfa90dc3da361d968848387b7cca4ee7a8f45a8
"""bramble"" for Pixel 4a (5G)","13.0.0 (TP1A.220905.004, Sep 2022)",https://dl.google.com/dl/android/aosp/bramble-ota-tp1a.220905.004-4ba8f540.zip?hl=zh-cn,4ba8f5400636da09d157ba0eceea4fec3f1edddbc0c52096c83e6a4ac3fbdcc9
"""bramble"" for Pixel 4a (5G)","13.0.0 (TP1A.221005.002, Oct 2022)",https://dl.google.com/dl/android/aosp/bramble-ota-tp1a.221005.002-57a24fd9.zip?hl=zh-cn,57a24fd9d27e942ac5d0f8761c0c4846945ce498b6081be511cb6a1d0ae612be
"""bramble"" for Pixel 4a (5G)","13.0.0 (TP1A.221105.002, Nov 2022)",https://dl.google.com/dl/android/aosp/bramble-ota-tp1a.221105.002-3cf7efe1.zip?hl=zh-cn,3cf7efe1af074bc9ab49936629547aaa676bf945ca0e386082c5a707465dfd09
"""bramble"" for Pixel 4a (5G)","13.0.0 (TQ1A.221205.011, Dec 2022)",https://dl.google.com/dl/android/aosp/bramble-ota-tq1a.221205.011-766eb5ae.zip?hl=zh-cn,766eb5aecd591b1930f279b77785c21c813bbffa4b9d9f11a0f8d723d885b291
"""bramble"" for Pixel 4a (5G)","13.0.0 (TQ1A.230105.001, Jan 2023)",https://dl.google.com/dl/android/aosp/bramble-ota-tq1a.230105.001-9e101313.zip?hl=zh-cn,9e101313a8c12036dc3edb7e8472c8e4a3071f04eed43ac2fe707a3a5713ca52
"""bramble"" for Pixel 4a (5G)","13.0.0 (TQ1A.230205.001.D2, Feb 2023, T-Mobile, T-Mobile MVNOs)",https://dl.google.com/dl/android/aosp/bramble-ota-tq1a.230205.001.d2-40031cdb.zip?hl=zh-cn,40031cdb8ba776f5b724b37a421a976d41e0a92b425f962f54a0d35196bb5381
"""bramble"" for Pixel 4a (5G)","13.0.0 (TQ1A.230205.002, Feb 2023)",https://dl.google.com/dl/android/aosp/bramble-ota-tq1a.230205.002-49f2dc71.zip?hl=zh-cn,49f2dc71f63eadec07537ce0d1b0c42995518a9447f008eb6266b6edd03a8a92
"""bramble"" for Pixel 4a (5G)","13.0.0 (TQ2A.230305.008.A3, Mar 2023, T-Mobile, T-Mobile MVNOs)",https://dl.google.com/dl/android/aosp/bramble-ota-tq2a.230305.008.a3-aea00d90.zip?hl=zh-cn,aea00d905805b7292b2ff9adca884980db4095c80c6c5de1baa42c1856c420fb
"""bramble"" for Pixel 4a (5G)","13.0.0 (TQ2A.230305.008.C1, Mar 2023)",https://dl.google.com/dl/android/aosp/bramble-ota-tq2a.230305.008.c1-a925dd09.zip?hl=zh-cn,a925dd09c8d613d46cf72677c16f4fadee18bc21734d57047c6ccf31f672507b
"""bramble"" for Pixel 4a (5G)","13.0.0 (TQ2A.230405.003, Apr 2023)",https://dl.google.com/dl/android/aosp/bramble-ota-tq2a.230405.003-222842df.zip?hl=zh-cn,222842dfa10fa3470e14eb6e26dc277be84bb66ddf6103451a466bec1d0081dd
"""bramble"" for Pixel 4a (5G)","13.0.0 (TQ2A.230405.003.A2, Apr 2023, T-Mobile, T-Mobile MVNOs)",https://dl.google.com/dl/android/aosp/bramble-ota-tq2a.230405.003.a2-b44ae13e.zip?hl=zh-cn,b44ae13e810b5e6465367b87d13cf03cb21616979339b5df7a0b58c17e888930
"""bramble"" for Pixel 4a (5G)","13.0.0 (TQ2A.230405.003.B2, Apr 2023, Telus)",https://dl.google.com/dl/android/aosp/bramble-ota-tq2a.230405.003.b2-51976e93.zip?hl=zh-cn,51976e932bb7f17af9cfefeb2d9c57760540899ca5385057f65ca799c17c1be2
"""bramble"" for Pixel 4a (5G)","13.0.0 (TQ2A.230505.002, May 2023)",https://dl.google.com/dl/android/aosp/bramble-ota-tq2a.230505.002-11bb2014.zip?hl=zh-cn,11bb2014e60f6e5a65d52369da6a3582adeccb1e130da3c36ab3d26cae948971
"""bramble"" for Pixel 4a (5G)","13.0.0 (TQ2A.230505.002.A1, May 2023, T-Mobile, T-Mobile MVNOs)",https://dl.google.com/dl/android/aosp/bramble-ota-tq2a.230505.002.a1-8ca3c446.zip?hl=zh-cn,8ca3c44653ab636926205b82b6f940911a289148058ab370100f67905386fbcd
"""sunfish"" for Pixel 4a","10.0.0 (QD4A.200317.024.A1, May 2020, JP carriers and Verizon)",https://dl.google.com/dl/android/aosp/sunfish-ota-qd4a.200317.024.a1-19a394ae.zip?hl=zh-cn,19a394ae23a51a03f4971afd34b7367c95f9ef27c625f64aa0fca6a27b5f405f
"""sunfish"" for Pixel 4a","10.0.0 (QD4A.200317.027, Aug 2020)",https://dl.google.com/dl/android/aosp/sunfish-ota-qd4a.200317.027-6c6c95d0.zip?hl=zh-cn,6c6c95d063ac06d58ece57b24570efb9342b00485fc00bbf2931d28e084c806b
"""sunfish"" for Pixel 4a","10.0.0 (QD4A.200805.001, Aug 2020, JP carriers and Verizon)",https://dl.google.com/dl/android/aosp/sunfish-ota-qd4a.200805.001-a1256d7f.zip?hl=zh-cn,a1256d7f36effa1327c4a3ba2c05b28f5763f6871fce8b6e16464d13c1cc2d25
"""sunfish"" for Pixel 4a","10.0.0 (QD4A.200805.003, Aug 2020)",https://dl.google.com/dl/android/aosp/sunfish-ota-qd4a.200805.003-eb3e62a8.zip?hl=zh-cn,eb3e62a8957e89bbfed3637320f35a22851ada923a6c0427ad4cd9a7d3c900c6
"""sunfish"" for Pixel 4a","11.0.0 (RP1A.200720.010, Sep 2020, EMEA and SG carriers)",https://dl.google.com/dl/android/aosp/sunfish-ota-rp1a.200720.010-85be1df4.zip?hl=zh-cn,85be1df4cd15d67187dff148fea66a58f89ecd9640cdfe2a4fc16152e2643c77
"""sunfish"" for Pixel 4a","11.0.0 (RP1A.200720.011, Sep 2020, All carriers except EMEA and SG)",https://dl.google.com/dl/android/aosp/sunfish-ota-rp1a.200720.011-eb7690e4.zip?hl=zh-cn,eb7690e42f9a3d449434c9ebacd71b1bd602032ba2e2346fe47370c6864d36e9
"""sunfish"" for Pixel 4a","11.0.0 (RP1A.201005.006, Oct 2020)",https://dl.google.com/dl/android/aosp/sunfish-ota-rp1a.201005.006-adb5ca98.zip?hl=zh-cn,adb5ca9849432700a19a5a157318d235130fab7b9ee83b7705c89608cda39e22
"""sunfish"" for Pixel 4a","11.0.0 (RP1A.201105.002, Nov 2020)",https://dl.google.com/dl/android/aosp/sunfish-ota-rp1a.201105.002-ef330796.zip?hl=zh-cn,ef3307969f04b22ccebba505ba5854e368a6d6c0c9691b4ee900f87fba23c1c1
"""sunfish"" for Pixel 4a","11.0.0 (RQ1A.201205.008, Dec 2020)",https://dl.google.com/dl/android/aosp/sunfish-ota-rq1a.201205.008-3cbf8c05.zip?hl=zh-cn,3cbf8c05d3d33211aeb1afcca039f3edc833a7fa9c2f5dcc31dcaafc5383a249
"""sunfish"" for Pixel 4a","11.0.0 (RQ1A.210105.002, Jan 2021)",https://dl.google.com/dl/android/aosp/sunfish-ota-rq1a.210105.002-70ca530d.zip?hl=zh-cn,70ca530d8d7fa0c86414870dfc5fe571a5a4af0c182c0becc9659c26ea27b8b0
"""sunfish"" for Pixel 4a","11.0.0 (RQ1A.210205.004, Feb 2021)",https://dl.google.com/dl/android/aosp/sunfish-ota-rq1a.210205.004-1f66abd9.zip?hl=zh-cn,1f66abd939c8a170aac8a060b85d94f807c29401e9aa35f53cc2a248dac656b1
"""sunfish"" for Pixel 4a","11.0.0 (RQ2A.210305.006, Mar 2021)",https://dl.google.com/dl/android/aosp/sunfish-ota-rq2a.210305.006-57b707c5.zip?hl=zh-cn,57b707c5e5b73c9f96eb7f3e92bd60c98da662a6032a6284d6efd1efe4bba053
"""sunfish"" for Pixel 4a","11.0.0 (RQ2A.210305.007, Mar 2021, Virgin/UK only)",https://dl.google.com/dl/android/aosp/sunfish-ota-rq2a.210305.007-cb9cd846.zip?hl=zh-cn,cb9cd846e86040a351c154bfe91ca33876327c501a216eb346d3b393ebdae9d4
"""sunfish"" for Pixel 4a","11.0.0 (RQ2A.210405.005, Apr 2021)",https://dl.google.com/dl/android/aosp/sunfish-ota-rq2a.210405.005-0c8ee3a0.zip?hl=zh-cn,0c8ee3a09ecfd59e0da300d63531e013b8ac04491ac874a1c905684bcc8bf0f5
"""sunfish"" for Pixel 4a","11.0.0 (RQ2A.210505.002, May 2021)",https://dl.google.com/dl/android/aosp/sunfish-ota-rq2a.210505.002-92335d1b.zip?hl=zh-cn,92335d1b31a616546925c1b988332564ca2dace4069c83b1e905c1790bd3d0e3
"""sunfish"" for Pixel 4a","11.0.0 (RQ3A.210605.005, Jun 2021)",https://dl.google.com/dl/android/aosp/sunfish-ota-rq3a.210605.005-d44df719.zip?hl=zh-cn,d44df719ef814a437164f0d18fbb1f86a443cac7ed40bf4c92725d3f25d220c4
"""sunfish"" for Pixel 4a","11.0.0 (RQ3A.210705.001, Jul 2021)",https://dl.google.com/dl/android/aosp/sunfish-ota-rq3a.210705.001-d46c85cd.zip?hl=zh-cn,d46c85cd241f0c2c8fa546eb00dc1bd9b0fac52c7d3afef76371f2275646a875
"""sunfish"" for Pixel 4a","11.0.0 (RQ3A.210805.001.A1, Aug 2021)",https://dl.google.com/dl/android/aosp/sunfish-ota-rq3a.210805.001.a1-4af8252f.zip?hl=zh-cn,4af8252fbcfc5b63a48d77b7a3bb2ef92e6a6de9bd9ce2b7a8b0be62dda57810
"""sunfish"" for Pixel 4a","11.0.0 (RQ3A.210905.001, Sep 2021)",https://dl.google.com/dl/android/aosp/sunfish-ota-rq3a.210905.001-82bd167c.zip?hl=zh-cn,82bd167c1744636b7f46dc98541404bd2e43317dfaaef7cb0a9323addc52a3af
"""sunfish"" for Pixel 4a","11.0.0 (RQ3A.211001.001, Oct 2021)",https://dl.google.com/dl/android/aosp/sunfish-ota-rq3a.211001.001-74c90282.zip?hl=zh-cn,74c90282ee60dbcc4f6316608b267846760474c111e2765d09e85556863358a1
"""sunfish"" for Pixel 4a","12.0.0 (SP1A.210812.015, Oct 2021)",https://dl.google.com/dl/android/aosp/sunfish-ota-sp1a.210812.015-861e4458.zip?hl=zh-cn,861e4458d15cd6e7020ddd57f5953a00c2816b3f787506f3b07f214968253dfe
"""sunfish"" for Pixel 4a","12.0.0 (SP1A.210812.016.A1, Oct 2021, Verizon)",https://dl.google.com/dl/android/aosp/sunfish-ota-sp1a.210812.016.a1-0d080614.zip?hl=zh-cn,0d08061451e82e1350a629677c40306501c551fd710c80257282b33a804d6ccc
"""sunfish"" for Pixel 4a","12.0.0 (SP1A.211105.002, Nov 2021)",https://dl.google.com/dl/android/aosp/sunfish-ota-sp1a.211105.002-87e16c1f.zip?hl=zh-cn,87e16c1f905e3a8c383b4599eaa1441410abf457731de39c778410148cb2ea4b
"""sunfish"" for Pixel 4a","12.0.0 (SP1A.211105.002.A1, Nov 2021, Verizon, Verizon MVNOs)",https://dl.google.com/dl/android/aosp/sunfish-ota-sp1a.211105.002.a1-80511ae0.zip?hl=zh-cn,80511ae0704d5c4f4cdf3e6322bc3a5ea7869b167a8c98456056fca97a5af0d1
"""sunfish"" for Pixel 4a","12.0.0 (SP1A.211105.004, Nov 2021, Telstra, Optus, Vodafone AU)",https://dl.google.com/dl/android/aosp/sunfish-ota-sp1a.211105.004-6733d4dd.zip?hl=zh-cn,6733d4ddbbc0557963ce20249e744d4f05f11207214410d4804c2ed9deca274e
"""sunfish"" for Pixel 4a","12.0.0 (SQ1A.211205.008, Dec 2021)",https://dl.google.com/dl/android/aosp/sunfish-ota-sq1a.211205.008-a28fc82f.zip?hl=zh-cn,a28fc82f7352df0c2ab98cd2d857469439dceae4a1c241257e7f5d3a6a4172c1
"""sunfish"" for Pixel 4a","12.0.0 (SQ1A.220105.002, Jan 2022)",https://dl.google.com/dl/android/aosp/sunfish-ota-sq1a.220105.002-66cfb70f.zip?hl=zh-cn,66cfb70f0e2e11506d199d36110e0bcf78914298629a9b427eb1920ab95f6239
"""sunfish"" for Pixel 4a","12.0.0 (SQ1A.220205.002, Feb 2022)",https://dl.google.com/dl/android/aosp/sunfish-ota-sq1a.220205.002-8aab41d8.zip?hl=zh-cn,8aab41d8ad4ab723633f9b23ea115e65a8d8462f9ee02c2468b8d830d5149d4f
"""sunfish"" for Pixel 4a","12.1.0 (SP2A.220305.012, Mar 2022)",https://dl.google.com/dl/android/aosp/sunfish-ota-sp2a.220305.012-83e86fac.zip?hl=zh-cn,83e86fac6c854b9a500635b7efd3afe295c153e3e28e8403e55c80fa5d8b49e5
